,Date,Day,In Circulation,Open,High,Low,Close,Adj Close,Volume,Percentage Change in Circulation,Percentage Change in Price
0,1/1/2017,1,16077350.0,963.3800050000001,1001.6099849999999,956.099976,995.4400019999999,995.4400019999999,40570922,,
1,1/2/2017,2,16079337.5,995.4400019999999,1031.680054,990.2000119999999,1017.0499880000001,1017.0499880000001,66038073,0.0001236211191522063,0.021708978900367937
2,1/3/2017,3,16081387.5,1017.0499880000001,1035.469971,1006.5300289999999,1033.300049,1033.300049,56085870,0.0001274928149246346,0.015977642388999014
3,1/4/2017,4,16083300.0,1033.300049,1148.540039,1022.320007,1135.410034,1135.410034,170584623,0.00011892630533272275,0.09881929754945751
4,1/5/2017,5,16085050.0,1135.410034,1150.630005,874.5300289999999,989.349976,989.349976,244839289,0.00010880851566530403,-0.12864080255256938
5,1/6/2017,6,16087062.5,989.349976,1027.420044,852.5499880000001,886.159973,886.159973,179160668,0.00012511617930943686,-0.10430080912035111
6,1/7/2017,7,16088787.5,886.159973,900.8599849999999,806.659973,888.8699949999999,888.8699949999999,113037531,0.00010722902332238604,0.003058163404543457
7,1/8/2017,8,16090875.0,888.8699949999999,936.1300050000001,875.849976,900.8599849999999,900.8599849999999,70298340,0.00012974874582694085,0.013489025467666949
8,1/9/2017,9,16092575.0,900.8599849999999,910.4699710000001,870.909973,899.7800289999999,899.7800289999999,55963281,0.00010564994134876216,-0.0011988056057347096
9,1/10/2017,10,16094575.0,899.7800289999999,911.320007,890.1199949999999,904.3699949999999,904.3699949999999,48644106,0.0001242809183739091,0.005101209020054842
10,1/11/2017,11,16096487.5,904.3699949999999,917.650024,751.630005,785.429993,785.429993,160194109,0.00011882886003511395,-0.13151697055141676
11,1/12/2017,12,16098637.5,785.429993,828.210022,739.549988,810.1099849999999,810.1099849999999,93986701,0.0001335695132245185,0.0314222683370331
12,1/13/2017,13,16100512.5,810.1099849999999,835.049988,771.0,824.830017,824.830017,72555875,0.00011646948383048361,0.018170411762052252
13,1/14/2017,14,16102662.5,824.830017,838.900024,808.27002,819.630005,819.630005,36594482,0.00013353612190925013,-0.006304343795480505
14,1/15/2017,15,16104750.0,819.630005,826.429993,808.630005,821.169983,821.169983,20004735,0.0001296369466849967,0.0018788697224425555
15,1/16/2017,16,16106862.5,821.169983,836.659973,817.700012,827.340027,827.340027,27592899,0.00013117248016891736,0.0075137232579529645
16,1/17/2017,17,16108837.5,827.340027,906.3800050000001,825.039978,899.659973,899.659973,72272727,0.00012261854225181779,0.08741260381446536
17,1/18/2017,18,16110712.5,899.659973,913.669983,845.8699949999999,872.0300289999999,872.0300289999999,61042392,0.000116395736191377,-0.030711540836773632
18,1/19/2017,19,16112887.5,872.0300289999999,905.2800289999999,870.7100220000001,895.2100220000001,895.2100220000001,52300814,0.00013500334016880444,0.02658164538964547
19,1/20/2017,20,16115250.0,895.2100220000001,901.48999,878.900024,892.909973,892.909973,34847130,0.00014662176472102217,-0.002569284238866598
20,1/21/2017,21,16117512.5,892.909973,928.929993,889.4600220000001,919.840027,919.840027,37129176,0.0001403949674996241,0.030159875927379565
21,1/22/2017,22,16119687.5,919.840027,938.3800050000001,888.6199949999999,918.840027,918.840027,44074299,0.00013494638207967036,-0.0010871455586265455
22,1/23/2017,23,16121412.5,918.840027,927.9799800000001,910.849976,921.4600220000001,921.4600220000001,30261054,0.00010701200007745548,0.002851415831931492
23,1/24/2017,24,16123275.0,921.4600220000001,925.6099849999999,889.150024,893.75,893.75,53468911,0.00011552957906135752,-0.030071865667982367
24,1/25/2017,25,16125137.5,893.75,905.7000119999999,883.6300050000001,894.409973,894.409973,34014866,0.00011551623351957474,0.0007384313286713517
25,1/26/2017,26,16127075.0,894.409973,919.320007,893.48999,915.5599980000001,915.5599980000001,30795685,0.0001201540141906321,0.023646902023083838
26,1/27/2017,27,16129200.0,915.5599980000001,922.5599980000001,907.919983,918.01001,918.01001,28503144,0.0001317659898028012,0.002675970996277588
27,1/28/2017,28,16131100.0,918.01001,921.8900150000001,912.840027,918.51001,918.51001,13251844,0.00011779877489281887,0.0005446563703592755
28,1/29/2017,29,16133187.5,918.51001,922.400024,912.679993,914.5499880000001,914.5499880000001,10214368,0.00012940840984176916,-0.0043113542115886805
29,1/30/2017,30,16134987.5,914.5499880000001,922.349976,911.51001,920.7299800000001,920.7299800000001,17604172,0.00011157125645500088,0.00675741302398869
30,1/31/2017,31,16136800.0,920.7299800000001,967.4500119999999,917.3800050000001,965.48999,965.48999,51869216,0.0001123335236548062,0.04861361199512593
31,2/1/2017,32,16139200.0,965.48999,986.570007,959.820007,982.429993,982.429993,44035816,0.00014872837241575176,0.01754549832256669
32,2/2/2017,33,16141162.5,982.429993,1009.1300050000001,973.5,1003.9699710000001,1003.9699710000001,50633910,0.00012159834440361728,0.0219252039875375
33,2/3/2017,34,16143025.0,1003.9699710000001,1023.7199710000001,989.2100220000001,1013.0200199999999,1013.0200199999999,62431017,0.00011538821940493271,0.009014262638737724
34,2/4/2017,35,16144825.0,1013.0200199999999,1041.040039,1000.409973,1031.849976,1031.849976,40406542,0.00011150326534226096,0.018587940641094258
35,2/5/2017,36,16146812.5,1031.849976,1033.660034,1004.0499880000001,1016.1099849999999,1016.1099849999999,31669956,0.00012310446226582172,-0.015254146790812162
36,2/6/2017,37,16148375.0,1016.1099849999999,1030.599976,1010.830017,1024.670044,1024.670044,32828350,9.676832501770427e-05,0.008424342961259379
37,2/7/2017,38,16150262.5,1024.670044,1054.099976,1019.8699949999999,1049.560059,1049.560059,41318349,0.00011688482587257631,0.0242907608607712
38,2/8/2017,39,16152087.5,1049.560059,1069.22998,1020.330017,1055.48999,1055.48999,68336320,0.0001130012592673868,0.005649920601637604
39,2/9/2017,40,16154200.0,1055.48999,1073.030029,924.650024,978.9600220000001,978.9600220000001,145839317,0.00013078804829413926,-0.072506578674422
40,2/10/2017,41,16156037.5,978.9600220000001,1005.599976,947.0200199999999,997.6099849999999,997.6099849999999,60639111,0.00011374750838788472,0.019050791228326425
41,2/11/2017,42,16157775.0,997.6099849999999,1014.320007,983.929993,1008.320007,1008.320007,28504495,0.00010754493482689753,0.01073568043728046
42,2/12/2017,43,16159525.0,1008.320007,1007.820007,992.4500119999999,996.5200199999999,996.5200199999999,14825023,0.00010830699152575285,-0.011702621110442846
43,2/13/2017,44,16161562.5,996.5200199999999,1007.6099849999999,975.099976,995.3599849999999,995.3599849999999,32785064,0.00012608662692747963,-0.0011640859959842764
44,2/14/2017,45,16163675.0,995.3599849999999,1013.7999880000001,986.4600220000001,1008.340027,1008.340027,39810076,0.00013071137150255652,0.013040550349228797
45,2/15/2017,46,16165412.5,1008.340027,1010.929993,999.7299800000001,1008.1900019999999,1008.1900019999999,23569549,0.00010749411875710102,-0.00014878413628627296
46,2/16/2017,47,16167300.0,1008.1900019999999,1040.280029,1007.3900150000001,1031.930054,1031.930054,39114743,0.00011676163537432949,0.023547200381778932
47,2/17/2017,48,16169187.5,1031.930054,1057.390015,1025.869995,1049.410034,1049.410034,47815360,0.00011674800368655092,0.01693911320078678
48,2/18/2017,49,16171075.0,1049.410034,1063.209961,1044.680054,1052.280029,1052.280029,26856521,0.00011673437518111562,0.0027348652166594434
49,2/19/2017,50,16172750.0,1052.280029,1056.47998,1037.670044,1048.890015,1048.890015,18876881,0.00010358000318477778,-0.0032215892220454068
50,2/20/2017,51,16174600.0,1048.890015,1081.780029,1040.98999,1077.560059,1077.560059,32959720,0.00011438994605117436,0.02733369904374583
51,2/21/2017,52,16176325.0,1077.560059,1123.030029,1073.540039,1119.030029,1119.030029,62908569,0.00010664869610366168,0.038485066009671165
52,2/22/2017,53,16178050.0,1119.030029,1132.25,1094.829956,1120.459961,1120.459961,53647453,0.00010663732337223841,0.00127783166040496
53,2/23/2017,54,16179925.0,1120.459961,1181.599976,1113.540039,1171.910034,1171.910034,75663167,0.00011589777507170496,0.045918707308453266
54,2/24/2017,55,16181962.5,1171.910034,1211.73999,1092.410034,1176.48999,1176.48999,126978010,0.00012592765417629437,0.00390811228432586
55,2/25/2017,56,16184050.0,1176.48999,1180.01001,1116.209961,1149.050049,1149.050049,53003830,0.00012900165848250822,-0.02332356520942447
56,2/26/2017,57,16186275.0,1149.050049,1177.469971,1130.609985,1171.579956,1171.579956,35750258,0.00013748103842980974,0.019607420076790838
57,2/27/2017,58,16188075.0,1171.579956,1195.819946,1164.27002,1188.829956,1188.829956,42035366,0.00011120532673514205,0.014723707000668496
58,2/28/2017,59,16189987.5,1188.829956,1208.219971,1175.75,1189.27002,1189.27002,60371869,0.00011814252157837934,0.000370165638726494
59,3/1/2017,60,16191787.5,1189.27002,1225.040039,1154.550049,1222.660034,1222.660034,61964760,0.00011117982642039337,0.028076057950237487
60,3/2/2017,61,16193750.0,1222.660034,1286.97998,1211.959961,1255.469971,1255.469971,98040639,0.00012120341870835993,0.026834881395984223
61,3/3/2017,62,16195637.5,1255.469971,1291.349976,1250.800049,1283.300049,1283.300049,85876262,0.00011655731377846479,0.022167059860326965
62,3/4/2017,63,16197287.5,1283.300049,1285.780029,1228.72998,1264.319946,1264.319946,48597934,0.00010187928693761172,-0.014790074242411189
63,3/5/2017,64,16199125.0,1264.319946,1273.280029,1242.099976,1271.219971,1271.219971,32104972,0.00011344492094744751,0.005457499125778975
64,3/6/2017,65,16200900.0,1271.219971,1280.609985,1261.0,1277.01001,1277.01001,39591110,0.00010957381957354961,0.004554710539549811
65,3/7/2017,66,16202812.5,1277.01001,1280.890015,1148.660034,1232.689941,1232.689941,108673876,0.00011804899727785312,-0.034706124973914565
66,3/8/2017,67,16204587.5,1232.689941,1242.040039,1136.880005,1146.969971,1146.969971,116342973,0.00010954888233127846,-0.06953895472730243
67,3/9/2017,68,16206437.5,1146.969971,1206.969971,1129.349976,1191.329956,1191.329956,70427061,0.00011416520167517596,0.038675803309239365
68,3/10/2017,69,16208387.5,1191.329956,1330.420044,988.6900019999999,1112.390015,1112.390015,223836041,0.00012032255700855643,-0.06626202976129991
69,3/11/2017,70,16210250.0,1112.390015,1202.689941,1104.780029,1179.219971,1179.219971,82387198,0.00011490964169014184,0.06007781002960555
70,3/12/2017,71,16212187.5,1179.219971,1235.459961,1160.900024,1225.109985,1225.109985,53441762,0.00011952314122232188,0.03891556717877198
71,3/13/2017,72,16214000.0,1225.109985,1245.630005,1205.609985,1238.189941,1238.189941,74376298,0.00011179860830012878,0.010676556521576286
72,3/14/2017,73,16215950.0,1238.189941,1255.52002,1218.380005,1243.140015,1243.140015,56058617,0.00012026643641305235,0.003997830894993504
73,3/15/2017,74,16217725.0,1243.140015,1256.949951,1236.430054,1253.430054,1253.430054,54486699,0.00010946013030377344,0.008277457789016562
74,3/16/2017,75,16219637.5,1253.430054,1260.23999,1118.959961,1172.880005,1172.880005,159409024,0.00011792652791919878,-0.06426369683968014
75,3/17/2017,76,16221562.5,1172.880005,1174.900024,1063.47998,1071.709961,1071.709961,183879768,0.00011868329363085017,-0.08625779582626614
76,3/18/2017,77,16223525.0,1071.709961,1103.609985,940.179993,971.3800050000001,971.3800050000001,212772055,0.00012098094742718501,-0.09361670568628777
77,3/19/2017,78,16225587.5,971.3800050000001,1063.670044,967.3099980000001,1022.599976,1022.599976,108128237,0.00012713020135879383,0.0527290769177402
78,3/20/2017,79,16227287.5,1022.599976,1057.5,1005.0499880000001,1047.51001,1047.51001,63833143,0.00010477278557718961,0.02435950966617262
79,3/21/2017,80,16229062.5,1047.51001,1125.530029,1043.869995,1121.290039,1121.290039,101051998,0.00010938365392254568,0.07043372215602983
80,3/22/2017,81,16231050.0,1121.290039,1121.880005,997.7800289999999,1044.719971,1044.719971,120730492,0.00012246548437411242,-0.0682874772242581
81,3/23/2017,82,16232900.0,1044.719971,1062.790039,1022.0200199999999,1035.030029,1035.030029,58898141,0.00011397907097809856,-0.009275157237326304
82,3/24/2017,83,16235100.0,1035.030029,1038.380005,927.349976,939.7000119999999,939.7000119999999,130042865,0.00013552723173315684,-0.09210362436740482
83,3/25/2017,84,16236762.5,939.7000119999999,995.9600220000001,890.429993,966.2999880000001,966.2999880000001,118395054,0.00010240158668572974,0.02830688055796271
84,3/26/2017,85,16238837.5,966.2999880000001,1004.320007,946.650024,969.4400019999999,969.4400019999999,83255983,0.00012779641261606578,0.0032495229628419775
85,3/26/2017,85,16238837.5,969.4400019999999,1048.849976,961.7999880000001,1045.140015,1045.140015,92332221,0.0,0.0780863311229445
86,3/27/2017,86,16240487.5,1045.140015,1068.410034,1015.4500119999999,1044.420044,1044.420044,83567551,0.00010160825859606426,-0.0006888751647309288
87,3/28/2017,87,16242425.0,1044.420044,1058.660034,1008.340027,1041.900024,1041.900024,71261535,0.00011930060597009629,-0.002412841475493477
88,3/29/2017,88,16244150.0,1041.900024,1052.660034,1020.929993,1037.910034,1037.910034,77633883,0.00010620335325550734,-0.0038295324964884303
89,3/30/2017,89,16246200.0,1037.910034,1088.199951,1035.180054,1079.109985,1079.109985,96543920,0.00012619927789381258,0.03969510810221144
90,3/31/2017,90,16247887.5,1079.109985,1103.73999,1067.469971,1086.119995,1086.119995,55020078,0.0001038704435498694,0.006496103360585481
91,4/1/2017,91,16249537.5,1086.119995,1109.47998,1074.209961,1097.400024,1097.400024,77853933,0.00010155166325476195,0.010385619500541399
92,4/2/2017,92,16251512.5,1097.400024,1157.869995,1095.550049,1147.560059,1147.560059,111870807,0.0001215419208084878,0.045708068072723096
93,4/3/2017,93,16253712.5,1147.560059,1161.189941,1122.150024,1141.77002,1141.77002,81164094,0.00013537201537405785,-0.005045521543373899
94,4/4/2017,94,16255275.0,1141.77002,1143.839966,1110.060059,1129.869995,1129.869995,78335573,9.613188371582204e-05,-0.010422436034885463
95,4/5/2017,95,16257300.0,1129.869995,1201.550049,1130.51001,1188.699951,1188.699951,108182158,0.0001245749456715295,0.05206789830718539
96,4/6/2017,96,16259137.5,1188.699951,1201.22998,1173.180054,1190.48999,1190.48999,71184485,0.0001130261482533701,0.0015058795943367898
97,4/7/2017,97,16261162.5,1190.48999,1198.219971,1166.650024,1180.780029,1180.780029,39393003,0.00012454535180594917,-0.008156272695749478
98,4/8/2017,98,16262875.0,1180.780029,1215.099976,1173.98999,1204.339966,1204.339966,54498333,0.00010531227395338405,0.019952858636974824
99,4/9/2017,99,16264862.5,1204.339966,1214.869995,1194.810059,1206.709961,1206.709961,48473680,0.00012221086370023393,0.00196787872769133
100,4/10/2017,100,16266700.0,1206.709961,1229.569946,1195.76001,1220.73999,1220.73999,45563707,0.00011297359568818166,0.011626678699472537
101,4/11/2017,101,16268787.5,1220.73999,1225.459961,1207.359985,1212.530029,1212.530029,54699396,0.0001283296550622648,-0.006725396945503559
102,4/12/2017,102,16270562.5,1212.530029,1218.660034,1150.290039,1176.199951,1176.199951,78456422,0.00010910462749613714,-0.029962208878209995
103,4/13/2017,103,16272150.0,1176.199951,1195.400024,1162.160034,1177.329956,1177.329956,56129576,9.756884557621248e-05,0.000960725256823336
104,4/14/2017,104,16273887.5,1177.329956,1194.849976,841.5300289999999,1176.98999,1176.98999,33877537,0.00010677753093468745,-0.0002887601714943733
105,4/15/2017,105,16275762.5,1176.98999,1187.969971,1166.73999,1176.800049,1176.800049,22538918,0.00011521524896873636,-0.00016137860271869808
106,4/16/2017,106,16277587.5,1176.800049,1202.969971,1172.810059,1194.01001,1194.01001,56095607,0.00011212992325249083,0.014624371416898319
107,4/17/2017,107,16279312.5,1194.01001,1213.880005,1191.140015,1206.089966,1206.089966,64900219,0.00010597393501954322,0.010117131262576295
108,4/18/2017,108,16281137.5,1206.089966,1218.209961,1194.079956,1215.199951,1215.199951,53034357,0.00011210547128448489,0.007553321275205915
109,4/19/2017,109,16282925.0,1215.199951,1246.640015,1210.670044,1238.089966,1238.089966,69223360,0.00010978962618546362,0.01883641863313401
110,4/20/2017,110,16284650.0,1238.089966,1256.969971,1235.560059,1249.640015,1249.640015,52498296,0.00010593919704238175,0.009328925455486692
111,4/21/2017,111,16286737.5,1249.640015,1256.969971,1215.780029,1240.890015,1240.890015,55776932,0.0001281882017727387,-0.007002016496726826
112,4/22/2017,112,16288550.0,1240.890015,1256.22998,1223.060059,1249.140015,1249.140015,54224355,0.00011128686761230355,0.006648453851891167
113,4/23/2017,113,16290462.5,1249.140015,1256.359985,1234.859985,1248.180054,1248.180054,49281629,0.00011741376611174026,-0.000768497517069755
114,4/24/2017,114,16292012.5,1248.180054,1272.619995,1244.209961,1264.310059,1264.310059,56659016,9.514769761764796e-05,0.012922819066294666
115,4/25/2017,115,16293862.5,1264.310059,1309.199951,1263.0,1286.630005,1286.630005,77649710,0.00011355257676126662,0.017653854638832733
116,4/26/2017,116,16295775.0,1286.630005,1346.790039,1285.300049,1332.910034,1332.910034,83319636,0.00011737548417389831,0.03596995936683456
117,4/27/2017,117,16297612.5,1332.910034,1356.150024,1287.619995,1329.619995,1329.619995,104536476,0.0001127592888341411,-0.0024683128763962614
118,4/28/2017,118,16299312.5,1329.619995,1343.689941,1314.150024,1336.280029,1336.280029,55982468,0.00010430975702724332,0.005008975515594649
119,4/29/2017,119,16301475.0,1336.280029,1358.939941,1309.660034,1351.910034,1351.910034,55470285,0.0001326743075820147,0.011696653890499675
120,4/30/2017,120,16303362.5,1351.910034,1448.680054,1342.780029,1415.810059,1415.810059,144414038,0.00011578706834813879,0.047266477349039215
121,5/1/2017,121,16305237.5,1415.810059,1471.140015,1394.829956,1445.930054,1445.930054,103342244,0.00011500695025334906,0.02127403659024285
122,5/2/2017,122,16307212.5,1445.930054,1496.390015,1424.050049,1485.550049,1485.550049,122551707,0.00012112672385167222,0.02740104536204635
123,5/3/2017,123,16308862.5,1485.550049,1609.839966,1437.109985,1516.76001,1516.76001,213084949,0.0001011822222836134,0.021009026939892816
124,5/4/2017,124,16310962.5,1516.76001,1588.109985,1485.01001,1507.77002,1507.77002,188015771,0.00012876434515285418,-0.00592710115030004
125,5/5/2017,125,16312575.0,1507.77002,1560.420044,1503.930054,1545.290039,1545.290039,92747185,9.885989254154737e-05,0.024884444247007975
126,5/6/2017,126,16314675.0,1545.290039,1572.890015,1495.180054,1554.449951,1554.449951,111708072,0.00012873504029875527,0.005927632851324027
127,5/7/2017,127,16316762.5,1554.449951,1667.670044,1552.859985,1664.469971,1664.469971,174687869,0.00012795228835393857,0.07077746049605671
128,5/8/2017,128,16319012.5,1664.469971,1757.390015,1619.969971,1697.5,1697.5,219169486,0.00013789500214889117,0.019844172364464896
129,5/9/2017,129,16320950.0,1697.5,1766.180054,1664.98999,1752.310059,1752.310059,156203600,0.00011872654671973848,0.03228869455081007
130,5/10/2017,130,16322800.0,1752.310059,1864.7600100000002,1741.540039,1819.290039,1819.290039,198829123,0.0001133512448723284,0.038223817557849316
131,5/11/2017,131,16324487.5,1819.290039,1822.5100100000002,1641.180054,1686.390015,1686.390015,192159873,0.00010338299801504469,-0.07305048736102049
132,5/12/2017,132,16326412.5,1686.390015,1770.5,1594.589966,1763.7399899999998,1763.7399899999998,128390095,0.00011792100670837691,0.045867192234294585
133,5/13/2017,133,16328387.5,1763.7399899999998,1802.75,1736.130005,1772.550049,1772.550049,72874378,0.00012096962513963305,0.004995100780132544
134,5/14/2017,134,16330437.5,1772.550049,1776.6500239999998,1656.810059,1708.9200440000002,1708.9200440000002,138499150,0.0001255482208515346,-0.03589743772588938
135,5/15/2017,135,16332562.5,1708.9200440000002,1752.550049,1653.719971,1729.339966,1729.339966,130379207,0.00013012511146737182,0.011949021296633555
136,5/16/2017,136,16334212.5,1729.339966,1842.8299559999998,1703.969971,1801.300049,1801.300049,170954154,0.00010102517593302274,0.04161129934818142
137,5/17/2017,137,16336150.0,1801.300049,1980.4899899999998,1791.119995,1880.9899899999998,1880.9899899999998,135901905,0.00011861606428831273,0.044240236957879375
138,5/18/2017,138,16337925.0,1880.9899899999998,1969.699951,1875.280029,1962.0,1962.0,191523926,0.0001086547319901765,0.043067751785324626
139,5/19/2017,139,16339975.0,1962.0,2048.449951,1944.4000239999998,2040.180054,2040.180054,179346919,0.00012547493026193735,0.03984712232415899
140,5/20/2017,140,16342037.5,2040.180054,2094.939941,1980.069946,2044.189941,2044.189941,161036810,0.00012622418332952634,0.00196545740761378
141,5/21/2017,141,16343875.0,2044.189941,2264.76001,1998.609985,2124.409912,2124.409912,373482496,0.00011244007976363157,0.03924291446261452
142,5/22/2017,142,16345700.0,2124.409912,2286.300049,2110.780029,2272.580078,2272.580078,251969081,0.00011166262590722731,0.06974650474140698
143,5/23/2017,143,16347800.0,2272.580078,2496.97998,2263.290039,2445.280029,2445.280029,353734030,0.00012847415528249861,0.0759929001718549
144,5/24/2017,144,16349725.0,2445.280029,2781.76001,2210.47998,2307.219971,2307.219971,622139030,0.0001177528474780587,-0.05645981497524433
145,5/25/2017,145,16351762.5,2306.959961,2616.52002,2051.449951,2244.889893,2244.889893,441342711,0.0001246198330553394,-0.0270152299232157
146,5/26/2017,146,16353675.0,2244.889893,2322.3701170000004,1868.560059,2052.429932,2052.429932,446034004,0.00011695986900495114,-0.08573247249236027
147,5/27/2017,147,16355775.0,2052.429932,2300.52002,2051.070068,2189.02002,2189.02002,266766116,0.00012841150383624544,0.06655042682353551
148,5/28/2017,148,16357837.5,2189.02002,2337.350098,2117.340088,2278.209961,2278.209961,204101576,0.00012610224828835115,0.04074423266352767
149,5/29/2017,149,16359725.0,2278.209961,2329.26001,2147.100098,2192.550049,2192.550049,270069146,0.00011538811288480666,-0.03759965651383612
150,5/30/2017,150,16361962.5,2192.550049,2330.6201170000004,2168.3701170000004,2303.340088,2303.340088,261223035,0.00013676880265411917,0.050530221214576176
151,5/31/2017,151,16364012.5,2303.340088,2460.840088,2303.340088,2412.649902,2412.649902,290070431,0.00012529059396149123,0.047457088325551844
152,6/1/2017,152,16366137.5,2412.649902,2493.969971,2385.590088,2492.600098,2492.600098,199765372,0.00012985812617771764,0.033137918573981295
153,6/2/2017,153,16367962.5,2492.600098,2582.77002,2449.949951,2545.429932,2545.429932,177168595,0.00011151073367199338,0.021194668989377607
154,6/3/2017,154,16370362.5,2545.429932,2559.790039,2478.179932,2524.060059,2524.060059,149060810,0.00014662790191510844,-0.008395388429808137
155,6/4/2017,155,16372375.0,2524.060059,2705.3798829999996,2523.919922,2704.959961,2704.959961,225611887,0.00012293557946563283,0.07167020505513255
156,6/5/2017,156,16374425.0,2704.959961,2931.23999,2699.679932,2870.5,2870.5,538772473,0.00012521091167294607,0.061198702157055695
157,6/6/2017,157,16376312.5,2870.5,2880.949951,2626.560059,2691.51001,2691.51001,340329903,0.00011527122326437933,-0.062354986936073886
158,6/7/2017,158,16378375.0,2691.51001,2808.409912,2623.610107,2798.780029,2798.780029,260898606,0.0001259441037169129,0.03985495822101748
159,6/8/2017,159,16380437.5,2798.780029,2852.070068,2786.070068,2811.429932,2811.429932,189237110,0.000125928243797091,0.0045197917910397845
160,6/9/2017,160,16382325.0,2811.429932,2914.189941,2807.360107,2900.25,2900.25,246869682,0.00011522891253656908,0.03159248857282204
161,6/10/2017,161,16384087.5,2900.25,2977.860107,2867.25,2973.449951,2973.449951,241516660,0.00010758546177047634,0.02523918662184288
162,6/11/2017,162,16385912.5,2973.449951,2985.060059,2483.6298829999996,2656.77002,2656.77002,585158909,0.00011138856527703744,-0.10650252609548638
163,6/12/2017,163,16387750.0,2656.77002,2784.77002,2647.439941,2712.98999,2712.98999,314476276,0.00011213900965234558,0.021161022435807197
164,6/13/2017,164,16389512.5,2712.98999,2803.719971,2348.98999,2467.27002,2467.27002,448294279,0.00010754984668426282,-0.09057164637750836
165,6/14/2017,165,16391262.5,2467.27002,2521.600098,2125.560059,2442.459961,2442.459961,606264366,0.00010677559811500537,-0.010055672382384806
166,6/15/2017,166,16393175.0,2442.459961,2536.419922,2335.280029,2508.580078,2508.580078,286630757,0.00011667801671766398,0.027071116028828834
167,6/16/2017,167,16395025.0,2508.580078,2690.709961,2454.810059,2655.100098,2655.100098,246698591,0.0001128518423063607,0.05840755146107002
168,6/17/2017,168,16396837.5,2655.100098,2676.040039,2488.590088,2539.560059,2539.560059,235239296,0.000110551828984784,-0.043516264824453366
169,6/18/2017,169,16398650.0,2539.560059,2617.75,2518.780029,2616.820068,2616.820068,210372750,0.00011053960862872358,0.030422595727239043
170,6/19/2017,170,16400537.5,2616.820068,2800.47998,2613.97998,2754.3798829999996,2754.3798829999996,300034010,0.00011510093818700717,0.05256754817886078
171,6/20/2017,171,16402262.5,2754.3798829999996,2804.409912,2624.350098,2677.6201170000004,2677.6201170000004,313234721,0.00010517947963606389,-0.027868256834781446
